"ID","Species","N_GNM","N_GBM","AUC","P_Occ","occc","oprec","oaccu"
"DOWO","Downy Woodpecker",2.11953357643496,3.26704667266736,0.680891564865826,0.00429727966849557,0.206127133314584,0.32021166293262,0.643721504166316
"EAKI","Eastern Kingbird",2.36049240744298,3.05658920730184,0.784164534235218,0.00537799434703091,0.900477862339368,0.932414159874084,0.965748806797369
"EAPH","Eastern Phoebe",1.7766234940498,2.4072262536149,0.806491574549055,0.00436762204402154,0.92667868535311,0.954933537320122,0.970411708393545
"EUST","European Starling",7.57497153048655,9.75144894107431,0.852767396703623,0.00429727966849557,0.892555147874654,0.914633415878239,0.975861074371107
"EVGR","Evening Grosbeak",1.55073984002929,3.39452893665371,0.721644017521471,0.00712376421235724,0.470171247896694,0.791349665912657,0.594138429760312
"FOSP","Fox Sparrow",21.2609508056836,21.3531009571221,0.810605254696718,0.034058499277392,0.975596558320704,0.978470407469566,0.997062916643238
"GCFL","Great Crested Flycatcher",0.58708903106946,0.81744452499321,0.91859453969965,0.00280090549821586,0.88410887944717,0.902801191373766,0.97929520684598
"GCKI","Golden-crowned Kinglet",20.3842110956238,26.8505935916822,0.819707921713681,0.0232961158219187,0.823581745265574,0.891010659260518,0.924323111857151
"GCSP","Golden-crowned Sparrow",2.24095463469399,2.79625495586398,0.708834904686532,0.00225095601683101,0.688463884939916,0.797761597996217,0.862994516995014
"GCTH","Gray-cheeked Thrush",11.2890441903029,9.41801111371846,0.910147696313265,0.011069332003223,0.94286173822392,0.952003004902848,0.99039785942707
"GRAJ","Gray Jay",67.5471854763941,81.7591224870646,0.732604805943608,0.0911189553517758,0.947222158958319,0.964992063641225,0.981585439557032
"GRCA","Gray Catbird",2.74078659461113,3.33348938453758,0.865629013162748,0.00511580912916139,0.968597560710192,0.973517803064008,0.994945914354796
"GRYE","Greater Yellowlegs",3.06905185840299,4.94570805032977,0.834868842445424,0.0228356930002942,0.73339044888549,0.843905934864086,0.869042885690341
"HAFL","Hammond's Flycatcher",10.4689028930689,5.11124253443755,0.923539092697405,0.00358106639041297,0.722200554126786,0.760043070464507,0.950210037025148
"HAWO","Hairy Woodpecker",6.57456425777328,9.61492677317142,0.698331939317292,0.0150404788397345,0.748422289887742,0.81371205968917,0.919763054972581
"HETH","Hermit Thrush",49.0369625893194,50.3199045232825,0.700661336041687,0.176124518794204,0.889782576932578,0.989166029613996,0.899528037047329
"HOLA","Horned Lark",3.32023958357627,1.26692752984306,0.895683610240071,0.00168182225121181,0.472014898970396,0.524678814231605,0.899626373635201
"HOSP","House Sparrow",9.47469358784772,4.38692110251929,0.838313302131407,0.00232129839235698,0.784767032302857,0.845848563604037,0.927786682002603
"HOWR","House Wren",5.77610109842871,6.66588585284907,0.873748989070539,0.0188645461637826,0.982224245599297,0.983478611073888,0.998724562526864
"KILL","Killdeer",3.31740645828454,3.04608647598649,0.792541501121745,0.00727084372482063,0.943186190167596,0.960554991944044,0.98191795168198
"LALO","Lapland Longspur",11.3863946505417,1.26216043229919,0.998392739995626,0.00365140876593894,0.454336323361529,0.754593871230997,0.602093842374247
"LCSP","Le Conte's Sparrow",6.24972159376612,18.0868280990868,0.721738694246137,0.0444116180025323,0,NA,NA
"LEFL","Least Flycatcher",39.7076497537717,53.6390511098883,0.730352621481563,0.0934786223126015,0.958649683226794,0.967168223233714,0.991192287130322
"LEYE","Lesser Yellowlegs",6.83427469520441,7.54575260134905,0.695715185841672,0.0189604675849544,0.870239936100654,0.905696093686564,0.960852036535137
"LISP","Lincoln's Sparrow",65.8959127549913,72.018821707091,0.630005088152466,0.152969087723337,0,NA,NA
"MAWA","Magnolia Warbler",32.9544051265109,43.0014169152399,0.821199578747765,0.0616646842906291,0.931530502619892,0.94715964603241,0.983498934442586
"MAWR","Marsh Wren",1.4211175694126,2.29592361237717,0.787481668346987,0.00416938444026653,0.53513002176222,0.631251284173142,0.84772900298044
"MODO","Mourning Dove",3.43318158216584,2.68892596592171,0.860961908629946,0.00886953407768356,0.971580222526339,0.980697066270666,0.990703710597406
"MOWA","Mourning Warbler",7.42275937200937,16.1996278568797,0.788841994736135,0.0774917187839722,0.952772034489299,0.958262451356105,0.994270445576746
"NAWA","Nashville Warbler",9.11870355996098,14.3957218884563,0.824499031931049,0.0356955581987236,0.961037216342899,0.967100849465592,0.993730092238008
"NOFL","Northern Flicker",13.3401965913848,14.9281367398778,0.623217418795547,0.0287316630216527,0.766632573713737,0.836362560264043,0.916627082723201
"NOWA","Northern Waterthrush",23.3739034452155,26.3185991913831,0.68224545241138,0.0427042167056747,0.909788959676344,0.922785028569952,0.985916471885387
"OCWA","Orange-crowned Warbler",65.9860567832791,68.6803311633704,0.687164262546172,0.0464323626085511,0.916778555640852,0.927682700747954,0.988245824678728
"OSFL","Olive-sided Flycatcher",4.46210437843336,4.16423215673305,0.633234867016057,0.0216654516619985,0.494083636848268,0.875035688600603,0.564643983422469
"OVEN","Ovenbird",29.2517291565483,53.6967446670073,0.837165275382174,0.262261955006459,0.986707991016033,0.987911958916948,0.998781300408353
"PAWA","Palm Warbler",32.8209664725868,29.4819397384792,0.766015891263175,0.0539398125055954,0.761023582662325,0.883424612952743,0.861447113318128
"PHVI","Philadelphia Vireo",4.21466108709924,10.1802763928203,0.748904025239477,0.0232769315376843,0.877400401224621,0.895239034001786,0.980073888537428
"PIGR","Pine Grosbeak",4.16798666769198,3.67507273659201,0.573104469190189,0.00262185217869521,0.361032877486729,0.553821081847852,0.65189442821881
"PISI","Pine Siskin",80.2338810454634,109.530466611191,0.683654100548824,0.047365997774623,0.926816944077845,0.959003100183994,0.966437901921303
"PIWO","Pileated Woodpecker",1.40554101628813,2.28222828994444,0.77594500623569,0.0128023123457264,0.82524258861061,0.892240479692472,0.92491050046849
"PUFI","Purple Finch",3.05511943644916,4.82076165340964,0.614193257271168,0.00707260612106562,0.0418101398640541,0.213206246468682,0.196101852345098
"RBGR","Rose-breasted Grosbeak",7.11277576728667,12.8201520285551,0.796723279271011,0.0792119096036527,0.969933418813078,0.975948937374298,0.993836236373796
"RBNU","Red-breasted Nuthatch",14.0879865818151,20.1179646602286,0.767722296138783,0.0635831127140646,0.933322869141231,0.94111637555355,0.991718870678736
"RCKI","Ruby-crowned Kinglet",68.1578391822308,83.3601413122686,0.757501912712705,0.158686004425175,0.978884900778958,0.982779794969269,0.996036859721528
"RECR","Red Crossbill",6.38380323822824,3.44153151295823,0.483621316856496,0.00202074460601875,0.103116541777597,0.211590539730717,0.487340038495242
"REVI","Red-eyed Vireo",42.4275537295667,67.5059601943635,0.764656602977692,0.226118763508933,0.983556307628416,0.984925951052581,0.998609394520774
"RUBL","Rusty Blackbird",6.232337233886,6.31865304854243,0.825660820274865,0.00801263604854903,0.734274221099396,0.809104186125146,0.907515044033926
"RUGR","Ruffed Grouse",2.88879572905114,6.26402487561603,0.766277406161823,0.0357914796198954,0.744266673130229,0.904426045694079,0.822916010295856
"RWBL","Red-winged Blackbird",33.6958769466071,37.5929488786657,0.790153856590596,0.0575208788960084,0.980941144590302,0.987696793138932,0.993160199976796
"SAVS","Savannah Sparrow",33.2036858947748,33.5050921499033,0.877080879808739,0.047506682525675,0.987735807307915,0.988563132470437,0.999163103361487
"SEWR","Sedge Wren",1.738545809164,2.84786294913105,0.791378416621135,0.00783997749043983,0.930992132019401,0.942821901930203,0.987452805363788
"SOSA","Solitary Sandpiper",4.1026591579417,5.84247774700363,0.64121332137608,0.010135696837151,0.152305421920802,0.379395956292417,0.401441869357757
"SOSP","Song Sparrow",17.7462412831096,23.2455856262611,0.852157225884337,0.0529742035324662,0.994157994134294,0.995490171473481,0.99866178755214
"SPSA","Spotted Sandpiper",4.24306166395859,4.31007215592764,0.673903464587622,0.0062668661832227,0.741066285943577,0.816858618255042,0.907214870948695
"SWSP","Swamp Sparrow",19.8225614308288,24.3798914317925,0.65489499523477,0.062086738543785,4.400130166442e-05,NA,NA
"SWTH","Swainson's Thrush",120.122324266098,113.57721602444,0.769701769464115,0.278076199976979,0.983518691694964,0.986878286772358,0.9965957351353
"TEWA","Tennessee Warbler",165.100598621732,178.62601736485,0.775277728690915,0.300374733018711,0.988754865398086,0.991461554861823,0.99727000058604
"TOSO","Townsend's Solitaire",1.3087675076934,0.8880153015792,0.724086536257792,0.00169461177403471,0.0701626355872841,0.191301510423413,0.366764671287702
"TOWA","Townsend's Warbler",6.77456427052431,3.36028271175248,0.732232301204946,0.00227653506247682,0.695541395870432,0.709532676737483,0.980280991523344
"TRES","Tree Swallow",8.85052667959232,14.0910763822862,0.724736264360244,0.0192929951783499,0.939131767424232,0.9530752634583,0.985369994827614
"VATH","Varied Thrush",6.92120193984436,5.12664945265881,0.759327783615348,0.0170228548772845,0.890520465370848,0.900843469454628,0.988540734951401
"VEER","Veery",2.17015048610031,2.09797884289287,0.926104682675457,0.0097264321068181,0.901558371093689,0.91350221119927,0.986925220367118
"VESP","Vesper Sparrow",3.39774109278625,3.23448459932266,0.908385502998691,0.0145161084039954,0.979728004398221,0.981059651810066,0.998642643788899
"WAVI","Warbling Vireo",27.6074763259324,30.3831479908601,0.722960993216696,0.0426978219442633,0.965258311011495,0.971965849607788,0.993098997666432
"WBNU","White-breasted Nuthatch",0.726501214514609,1.51635198617469,0.844588556269618,0.00261545741728376,0.34275611604695,0.55253271673021,0.620336327005792
"WCSP","White-crowned Sparrow",40.0942040346562,29.936936396928,0.873738063303644,0.0320377546713732,0.969086379063276,0.972989446924513,0.99598858150664
"WETA","Western Tanager",10.4769164353295,10.3539432957671,0.823411843526086,0.0482356853265805,0.92157482129455,0.934043615032375,0.986650737142085
"WEWP","Western Wood-Pewee",2.73407433094297,5.4459979611231,0.716264643728306,0.0141260279578969,0.709831419780688,0.794606364166771,0.893312024407231
"WIPT","Willow Ptarmigan",2.07935802398108,0.829320459419487,0.946831681772691,0.0021997979255394,0.749997206531143,0.815922316842185,0.919201731647459
"WISN","Wilson's Snipe",15.6983314332493,23.445827006197,0.67408459229848,0.0860415147910832,0.95071017948034,0.971979072294999,0.978117951897421
"WIWA","Wilson's Warbler",48.4685924566062,43.1763613532537,0.706382615117205,0.0238332757804806,0.926339105775141,0.934177214791859,0.991609612295602
"WIWR","Winter Wren",4.86821335498792,8.54398664139793,0.82274418004682,0.0846026934735065,0.87205555354821,0.948587876899369,0.919319732820835
"WTSP","White-throated Sparrow",76.6262098624598,109.86990993695,0.701984590461433,0.41890803054138,0.986621008000661,0.991686095571791,0.994892448735797
"WWCR","White-winged Crossbill",63.2379564903501,69.1670792534053,0.689445792461066,0.0332975226694292,0.825338241363276,0.863474528671306,0.955833917455894
"YBFL","Yellow-bellied Flycatcher",16.6000686737563,19.4309240465444,0.801986518817849,0.0250163066415992,0.889456507147028,0.904058086892391,0.983848847815128
"YBSA","Yellow-bellied Sapsucker",12.6934987432647,20.240938305453,0.741895671384465,0.0709179040529998,0.93175424701316,0.951507531045449,0.979240012939692
"YEWA","Yellow Warbler",53.9271477412537,73.2905090398634,0.711858916344046,0.0905306373019223,0.963857281367171,0.966691162743615,0.997068472863245
"YHBL","Yellow-headed Blackbird",3.44400273966646,1.83701301080377,0.84026588088417,0.00285845835091893,0.552992493247849,0.654597089144682,0.844783000746928
"YRWA","Yellow-rumped Warbler",209.205201605474,237.879594990481,0.758131934319828,0.334209415646702,0.983634680109881,0.986411544578371,0.997184882431929
